,day,employee_headcount,company_id
126,2011-05-30,586,1
127,2011-05-31,617,1
128,2011-06-01,620,1
129,2011-06-02,620,1
130,2011-06-03,620,1
131,2011-06-04,620,1
132,2011-06-05,620,1
133,2011-06-06,648,1
134,2011-06-07,653,1
135,2011-06-08,657,1
136,2011-06-09,658,1
137,2011-06-10,658,1
138,2011-06-11,658,1
139,2011-06-12,658,1
140,2011-06-13,687,1
141,2011-06-14,689,1
142,2011-06-15,690,1
143,2011-06-16,690,1
144,2011-06-17,690,1
145,2011-06-18,690,1
146,2011-06-19,690,1
147,2011-06-20,719,1
148,2011-06-21,723,1
149,2011-06-22,724,1
150,2011-06-23,726,1
151,2011-06-24,726,1
152,2011-06-25,726,1
153,2011-06-26,726,1
154,2011-06-27,748,1
155,2011-06-28,753,1
156,2011-06-29,754,1
157,2011-06-30,756,1
158,2011-07-01,756,1
159,2011-07-02,756,1
160,2011-07-03,756,1
161,2011-07-04,756,1
162,2011-07-05,780,1
163,2011-07-06,781,1
164,2011-07-07,782,1
165,2011-07-08,782,1
166,2011-07-09,782,1
167,2011-07-10,782,1
168,2011-07-11,807,1
169,2011-07-12,809,1
170,2011-07-13,811,1
171,2011-07-14,812,1
172,2011-07-15,812,1
173,2011-07-16,812,1
174,2011-07-17,812,1
175,2011-07-18,843,1
176,2011-07-19,847,1
177,2011-07-20,849,1
178,2011-07-21,851,1
179,2011-07-22,851,1
180,2011-07-23,851,1
181,2011-07-24,851,1
182,2011-07-25,872,1
183,2011-07-26,877,1
184,2011-07-27,877,1
185,2011-07-28,877,1
186,2011-07-29,877,1
187,2011-07-30,877,1
188,2011-07-31,877,1
189,2011-08-01,914,1
190,2011-08-02,917,1
191,2011-08-03,919,1
192,2011-08-04,920,1
193,2011-08-05,920,1
194,2011-08-06,920,1
195,2011-08-07,920,1
196,2011-08-08,951,1
197,2011-08-09,955,1
198,2011-08-10,957,1
199,2011-08-11,958,1
200,2011-08-12,958,1
201,2011-08-13,958,1
202,2011-08-14,958,1
203,2011-08-15,992,1
204,2011-08-16,992,1
205,2011-08-17,995,1
206,2011-08-18,995,1
207,2011-08-19,995,1
208,2011-08-20,995,1
209,2011-08-21,995,1
210,2011-08-22,1023,1
211,2011-08-23,1027,1
212,2011-08-24,1030,1
213,2011-08-25,1030,1
214,2011-08-26,1030,1
215,2011-08-27,1030,1
216,2011-08-28,1030,1
217,2011-08-29,1064,1
218,2011-08-30,1066,1
219,2011-08-31,1067,1
220,2011-09-01,1067,1
221,2011-09-02,1067,1
222,2011-09-03,1067,1
223,2011-09-04,1067,1
224,2011-09-05,1067,1
225,2011-09-06,1097,1
226,2011-09-07,1097,1
227,2011-09-08,1098,1
228,2011-09-09,1098,1
229,2011-09-10,1098,1
230,2011-09-11,1098,1
231,2011-09-12,1125,1
232,2011-09-13,1128,1
233,2011-09-14,1129,1
234,2011-09-15,1131,1
235,2011-09-16,1131,1
236,2011-09-17,1131,1
237,2011-09-18,1131,1
238,2011-09-19,1164,1
239,2011-09-20,1165,1
240,2011-09-21,1167,1
241,2011-09-22,1167,1
242,2011-09-23,1167,1
243,2011-09-24,1167,1
244,2011-09-25,1167,1
245,2011-09-26,1192,1
246,2011-09-27,1196,1
247,2011-09-28,1197,1
248,2011-09-29,1198,1
249,2011-09-30,1198,1
250,2011-10-01,1198,1
251,2011-10-02,1198,1
252,2011-10-03,1226,1
253,2011-10-04,1229,1
254,2011-10-05,1230,1
255,2011-10-06,1230,1
256,2011-10-07,1230,1
257,2011-10-08,1230,1
258,2011-10-09,1230,1
259,2011-10-10,1266,1
260,2011-10-11,1268,1
261,2011-10-12,1269,1
262,2011-10-13,1270,1
263,2011-10-14,1270,1
264,2011-10-15,1270,1
265,2011-10-16,1270,1
266,2011-10-17,1299,1
267,2011-10-18,1304,1
268,2011-10-19,1306,1
269,2011-10-20,1306,1
270,2011-10-21,1305,1
271,2011-10-22,1305,1
272,2011-10-23,1305,1
273,2011-10-24,1326,1
274,2011-10-25,1329,1
275,2011-10-26,1331,1
276,2011-10-27,1331,1
277,2011-10-28,1331,1
278,2011-10-29,1331,1
279,2011-10-30,1331,1
280,2011-10-31,1353,1
281,2011-11-01,1358,1
282,2011-11-02,1362,1
283,2011-11-03,1363,1
284,2011-11-04,1363,1
285,2011-11-05,1363,1
286,2011-11-06,1363,1
287,2011-11-07,1397,1
288,2011-11-08,1398,1
289,2011-11-09,1399,1
290,2011-11-10,1401,1
291,2011-11-11,1400,1
292,2011-11-12,1400,1
293,2011-11-13,1400,1
294,2011-11-14,1426,1
295,2011-11-15,1429,1
296,2011-11-16,1430,1
297,2011-11-17,1431,1
298,2011-11-18,1431,1
299,2011-11-19,1431,1
300,2011-11-20,1431,1
301,2011-11-21,1449,1
302,2011-11-22,1449,1
303,2011-11-23,1451,1
304,2011-11-24,1451,1
305,2011-11-25,1450,1
306,2011-11-26,1450,1
307,2011-11-27,1450,1
308,2011-11-28,1494,1
309,2011-11-29,1495,1
310,2011-11-30,1496,1
311,2011-12-01,1497,1
312,2011-12-02,1497,1
313,2011-12-03,1497,1
314,2011-12-04,1497,1
315,2011-12-05,1517,1
316,2011-12-06,1521,1
317,2011-12-07,1522,1
318,2011-12-08,1523,1
319,2011-12-09,1522,1
320,2011-12-10,1522,1
321,2011-12-11,1522,1
322,2011-12-12,1542,1
323,2011-12-13,1543,1
324,2011-12-14,1546,1
325,2011-12-15,1547,1
326,2011-12-16,1546,1
327,2011-12-17,1546,1
328,2011-12-18,1546,1
329,2011-12-19,1572,1
330,2011-12-20,1574,1
331,2011-12-21,1575,1
332,2011-12-22,1576,1
333,2011-12-23,1574,1
334,2011-12-24,1574,1
335,2011-12-25,1574,1
336,2011-12-26,1574,1
337,2011-12-27,1595,1
338,2011-12-28,1596,1
339,2011-12-29,1597,1
340,2011-12-30,1593,1
341,2011-12-31,1593,1
342,2012-01-01,1593,1
343,2012-01-02,1593,1
344,2012-01-03,1632,1
345,2012-01-04,1634,1
346,2012-01-05,1634,1
347,2012-01-06,1629,1
348,2012-01-07,1629,1
349,2012-01-08,1629,1
350,2012-01-09,1654,1
351,2012-01-10,1655,1
352,2012-01-11,1657,1
353,2012-01-12,1659,1
354,2012-01-13,1654,1
355,2012-01-14,1654,1
356,2012-01-15,1654,1
357,2012-01-16,1654,1
358,2012-01-17,1685,1
359,2012-01-18,1687,1
360,2012-01-19,1688,1
361,2012-01-20,1681,1
362,2012-01-21,1681,1
363,2012-01-22,1681,1
364,2012-01-23,1706,1
365,2012-01-24,1709,1
366,2012-01-25,1712,1
367,2012-01-26,1714,1
368,2012-01-27,1708,1
369,2012-01-28,1708,1
370,2012-01-29,1708,1
371,2012-01-30,1738,1
372,2012-01-31,1744,1
373,2012-02-01,1744,1
374,2012-02-02,1745,1
375,2012-02-03,1739,1
376,2012-02-04,1739,1
377,2012-02-05,1739,1
378,2012-02-06,1763,1
379,2012-02-07,1768,1
380,2012-02-08,1768,1
381,2012-02-09,1769,1
382,2012-02-10,1762,1
383,2012-02-11,1762,1
384,2012-02-12,1762,1
385,2012-02-13,1792,1
386,2012-02-14,1795,1
387,2012-02-15,1799,1
388,2012-02-16,1799,1
389,2012-02-17,1793,1
390,2012-02-18,1793,1
391,2012-02-19,1793,1
392,2012-02-20,1793,1
393,2012-02-21,1826,1
394,2012-02-22,1828,1
395,2012-02-23,1830,1
396,2012-02-24,1823,1
397,2012-02-25,1823,1
398,2012-02-26,1823,1
399,2012-02-27,1844,1
400,2012-02-28,1847,1
401,2012-02-29,1848,1
402,2012-03-01,1849,1
403,2012-03-02,1842,1
404,2012-03-03,1842,1
405,2012-03-04,1842,1
406,2012-03-05,1864,1
407,2012-03-06,1866,1
408,2012-03-07,1866,1
409,2012-03-08,1865,1
410,2012-03-09,1852,1
411,2012-03-10,1852,1
412,2012-03-11,1852,1
413,2012-03-12,1878,1
414,2012-03-13,1879,1
415,2012-03-14,1882,1
416,2012-03-15,1882,1
417,2012-03-16,1870,1
418,2012-03-17,1870,1
419,2012-03-18,1870,1
420,2012-03-19,1889,1
421,2012-03-20,1890,1
422,2012-03-21,1893,1
423,2012-03-22,1892,1
424,2012-03-23,1882,1
425,2012-03-24,1882,1
426,2012-03-25,1882,1
427,2012-03-26,1918,1
428,2012-03-27,1921,1
429,2012-03-28,1924,1
430,2012-03-29,1924,1
431,2012-03-30,1914,1
432,2012-03-31,1914,1
433,2012-04-01,1914,1
434,2012-04-02,1947,1
435,2012-04-03,1950,1
436,2012-04-04,1952,1
437,2012-04-05,1954,1
438,2012-04-06,1954,1
439,2012-04-07,1954,1
440,2012-04-08,1954,1
441,2012-04-09,1969,1
442,2012-04-10,1971,1
443,2012-04-11,1972,1
444,2012-04-12,1973,1
445,2012-04-13,1962,1
446,2012-04-14,1962,1
447,2012-04-15,1962,1
448,2012-04-16,1981,1
449,2012-04-17,1986,1
450,2012-04-18,1986,1
451,2012-04-19,1986,1
452,2012-04-20,1975,1
453,2012-04-21,1975,1
454,2012-04-22,1975,1
455,2012-04-23,1992,1
456,2012-04-24,1994,1
457,2012-04-25,1996,1
458,2012-04-26,1996,1
459,2012-04-27,1985,1
460,2012-04-28,1985,1
461,2012-04-29,1985,1
462,2012-04-30,2024,1
463,2012-05-01,2030,1
464,2012-05-02,2032,1
465,2012-05-03,2033,1
466,2012-05-04,2024,1
467,2012-05-05,2024,1
468,2012-05-06,2024,1
469,2012-05-07,2058,1
470,2012-05-08,2064,1
471,2012-05-09,2065,1
472,2012-05-10,2068,1
473,2012-05-11,2056,1
474,2012-05-12,2056,1
475,2012-05-13,2056,1
476,2012-05-14,2086,1
477,2012-05-15,2088,1
478,2012-05-16,2089,1
479,2012-05-17,2090,1
480,2012-05-18,2082,1
481,2012-05-19,2082,1
482,2012-05-20,2082,1
483,2012-05-21,2111,1
484,2012-05-22,2115,1
485,2012-05-23,2115,1
486,2012-05-24,2115,1
487,2012-05-25,2105,1
488,2012-05-26,2105,1
489,2012-05-27,2105,1
490,2012-05-28,2105,1
491,2012-05-29,2133,1
492,2012-05-30,2137,1
493,2012-05-31,2137,1
494,2012-06-01,2122,1
495,2012-06-02,2122,1
496,2012-06-03,2122,1
497,2012-06-04,2160,1
498,2012-06-05,2166,1
499,2012-06-06,2167,1
500,2012-06-07,2169,1
501,2012-06-08,2160,1
502,2012-06-09,2160,1
503,2012-06-10,2160,1
504,2012-06-11,2192,1
505,2012-06-12,2194,1
506,2012-06-13,2194,1
507,2012-06-14,2194,1
508,2012-06-15,2189,1
509,2012-06-16,2189,1
510,2012-06-17,2189,1
511,2012-06-18,2221,1
512,2012-06-19,2224,1
513,2012-06-20,2224,1
514,2012-06-21,2224,1
515,2012-06-22,2208,1
516,2012-06-23,2208,1
517,2012-06-24,2208,1
518,2012-06-25,2229,1
519,2012-06-26,2229,1
520,2012-06-27,2234,1
521,2012-06-28,2233,1
522,2012-06-29,2219,1
523,2012-06-30,2219,1
524,2012-07-01,2219,1
525,2012-07-02,2256,1
526,2012-07-03,2256,1
527,2012-07-04,2256,1
528,2012-07-05,2262,1
529,2012-07-06,2255,1
530,2012-07-07,2255,1
531,2012-07-08,2255,1
532,2012-07-09,2289,1
533,2012-07-10,2291,1
534,2012-07-11,2291,1
535,2012-07-12,2291,1
536,2012-07-13,2277,1
537,2012-07-14,2277,1
538,2012-07-15,2277,1
539,2012-07-16,2300,1
540,2012-07-17,2301,1
541,2012-07-18,2301,1
542,2012-07-19,2301,1
543,2012-07-20,2288,1
544,2012-07-21,2288,1
545,2012-07-22,2288,1
546,2012-07-23,2315,1
547,2012-07-24,2318,1
548,2012-07-25,2318,1
549,2012-07-26,2320,1
550,2012-07-27,2306,1
551,2012-07-28,2306,1
552,2012-07-29,2306,1
553,2012-07-30,2335,1
554,2012-07-31,2338,1
555,2012-08-01,2341,1
556,2012-08-02,2342,1
557,2012-08-03,2328,1
558,2012-08-04,2328,1
559,2012-08-05,2328,1
560,2012-08-06,2355,1
561,2012-08-07,2357,1
562,2012-08-08,2357,1
563,2012-08-09,2361,1
564,2012-08-10,2354,1
565,2012-08-11,2354,1
566,2012-08-12,2354,1
567,2012-08-13,2389,1
568,2012-08-14,2397,1
569,2012-08-15,2398,1
570,2012-08-16,2398,1
571,2012-08-17,2384,1
572,2012-08-18,2384,1
573,2012-08-19,2384,1
574,2012-08-20,2405,1
575,2012-08-21,2409,1
576,2012-08-22,2410,1
577,2012-08-23,2411,1
578,2012-08-24,2407,1
579,2012-08-25,2407,1
580,2012-08-26,2407,1
581,2012-08-27,2430,1
582,2012-08-28,2433,1
583,2012-08-29,2435,1
584,2012-08-30,2434,1
585,2012-08-31,2418,1
586,2012-09-01,2418,1
587,2012-09-02,2418,1
588,2012-09-03,2418,1
589,2012-09-04,2438,1
590,2012-09-05,2439,1
591,2012-09-06,2439,1
592,2012-09-07,2427,1
593,2012-09-08,2427,1
594,2012-09-09,2427,1
595,2012-09-10,2457,1
596,2012-09-11,2462,1
597,2012-09-12,2464,1
598,2012-09-13,2465,1
599,2012-09-14,2448,1
600,2012-09-15,2448,1
601,2012-09-16,2448,1
602,2012-09-17,2473,1
603,2012-09-18,2475,1
604,2012-09-19,2474,1
605,2012-09-20,2475,1
606,2012-09-21,2467,1
607,2012-09-22,2467,1
608,2012-09-23,2467,1
609,2012-09-24,2489,1
610,2012-09-25,2491,1
611,2012-09-26,2492,1
612,2012-09-27,2493,1
613,2012-09-28,2478,1
614,2012-09-29,2478,1
615,2012-09-30,2478,1
616,2012-10-01,2508,1
617,2012-10-02,2509,1
618,2012-10-03,2513,1
619,2012-10-04,2515,1
620,2012-10-05,2508,1
621,2012-10-06,2508,1
622,2012-10-07,2508,1
623,2012-10-08,2544,1
624,2012-10-09,2547,1
625,2012-10-10,2551,1
626,2012-10-11,2551,1
627,2012-10-12,2539,1
628,2012-10-13,2539,1
629,2012-10-14,2539,1
630,2012-10-15,2571,1
631,2012-10-16,2574,1
632,2012-10-17,2576,1
633,2012-10-18,2576,1
634,2012-10-19,2565,1
635,2012-10-20,2565,1
636,2012-10-21,2565,1
637,2012-10-22,2583,1
638,2012-10-23,2590,1
639,2012-10-24,2592,1
640,2012-10-25,2592,1
641,2012-10-26,2580,1
642,2012-10-27,2580,1
643,2012-10-28,2580,1
644,2012-10-29,2609,1
645,2012-10-30,2609,1
646,2012-10-31,2613,1
647,2012-11-01,2613,1
648,2012-11-02,2598,1
649,2012-11-03,2598,1
650,2012-11-04,2598,1
651,2012-11-05,2624,1
652,2012-11-06,2630,1
653,2012-11-07,2632,1
654,2012-11-08,2632,1
655,2012-11-09,2614,1
656,2012-11-10,2614,1
657,2012-11-11,2614,1
658,2012-11-12,2635,1
659,2012-11-13,2639,1
660,2012-11-14,2643,1
661,2012-11-15,2643,1
662,2012-11-16,2631,1
663,2012-11-17,2631,1
664,2012-11-18,2631,1
665,2012-11-19,2665,1
666,2012-11-20,2668,1
667,2012-11-21,2673,1
668,2012-11-22,2673,1
669,2012-11-23,2662,1
670,2012-11-24,2662,1
671,2012-11-25,2662,1
672,2012-11-26,2693,1
673,2012-11-27,2695,1
674,2012-11-28,2697,1
675,2012-11-29,2700,1
676,2012-11-30,2683,1
677,2012-12-01,2683,1
678,2012-12-02,2683,1
679,2012-12-03,2711,1
680,2012-12-04,2712,1
681,2012-12-05,2714,1
682,2012-12-06,2713,1
683,2012-12-07,2701,1
684,2012-12-08,2701,1
685,2012-12-09,2701,1
686,2012-12-10,2726,1
687,2012-12-11,2728,1
688,2012-12-12,2731,1
689,2012-12-13,2731,1
690,2012-12-14,2722,1
691,2012-12-15,2722,1
692,2012-12-16,2722,1
693,2012-12-17,2741,1
694,2012-12-18,2747,1
695,2012-12-19,2748,1
696,2012-12-20,2752,1
697,2012-12-21,2733,1
698,2012-12-22,2733,1
699,2012-12-23,2733,1
700,2012-12-24,2760,1
701,2012-12-25,2760,1
702,2012-12-26,2768,1
703,2012-12-27,2770,1
704,2012-12-28,2761,1
705,2012-12-29,2761,1
706,2012-12-30,2761,1
707,2012-12-31,2795,1
708,2013-01-01,2795,1
709,2013-01-02,2797,1
710,2013-01-03,2799,1
711,2013-01-04,2785,1
712,2013-01-05,2785,1
713,2013-01-06,2785,1
714,2013-01-07,2817,1
715,2013-01-08,2819,1
716,2013-01-09,2819,1
717,2013-01-10,2821,1
718,2013-01-11,2805,1
719,2013-01-12,2805,1
720,2013-01-13,2805,1
721,2013-01-14,2832,1
722,2013-01-15,2835,1
723,2013-01-16,2836,1
724,2013-01-17,2835,1
725,2013-01-18,2819,1
726,2013-01-19,2819,1
727,2013-01-20,2819,1
728,2013-01-21,2819,1
729,2013-01-22,2854,1
730,2013-01-23,2854,1
731,2013-01-24,2856,1
732,2013-01-25,2842,1
733,2013-01-26,2842,1
734,2013-01-27,2842,1
735,2013-01-28,2861,1
736,2013-01-29,2865,1
737,2013-01-30,2868,1
738,2013-01-31,2869,1
739,2013-02-01,2857,1
740,2013-02-02,2857,1
741,2013-02-03,2857,1
742,2013-02-04,2888,1
743,2013-02-05,2890,1
744,2013-02-06,2892,1
745,2013-02-07,2891,1
746,2013-02-08,2877,1
747,2013-02-09,2877,1
748,2013-02-10,2877,1
749,2013-02-11,2898,1
750,2013-02-12,2903,1
751,2013-02-13,2905,1
752,2013-02-14,2905,1
753,2013-02-15,2888,1
754,2013-02-16,2888,1
755,2013-02-17,2888,1
756,2013-02-18,2888,1
757,2013-02-19,2909,1
758,2013-02-20,2911,1
759,2013-02-21,2912,1
760,2013-02-22,2897,1
761,2013-02-23,2897,1
762,2013-02-24,2897,1
763,2013-02-25,2926,1
764,2013-02-26,2930,1
765,2013-02-27,2930,1
766,2013-02-28,2932,1
767,2013-03-01,2914,1
768,2013-03-02,2914,1
769,2013-03-03,2914,1
770,2013-03-04,2938,1
771,2013-03-05,2943,1
772,2013-03-06,2944,1
773,2013-03-07,2945,1
774,2013-03-08,2929,1
775,2013-03-09,2929,1
776,2013-03-10,2929,1
777,2013-03-11,2955,1
778,2013-03-12,2959,1
779,2013-03-13,2961,1
780,2013-03-14,2961,1
781,2013-03-15,2938,1
782,2013-03-16,2938,1
783,2013-03-17,2938,1
784,2013-03-18,2967,1
785,2013-03-19,2969,1
786,2013-03-20,2970,1
787,2013-03-21,2970,1
788,2013-03-22,2954,1
789,2013-03-23,2954,1
790,2013-03-24,2954,1
791,2013-03-25,2987,1
792,2013-03-26,2987,1
793,2013-03-27,2991,1
794,2013-03-28,2991,1
795,2013-03-29,2991,1
796,2013-03-30,2991,1
797,2013-03-31,2991,1
798,2013-04-01,3010,1
799,2013-04-02,3010,1
800,2013-04-03,3012,1
801,2013-04-04,3013,1
802,2013-04-05,2989,1
803,2013-04-06,2989,1
804,2013-04-07,2989,1
805,2013-04-08,3024,1
806,2013-04-09,3028,1
807,2013-04-10,3029,1
808,2013-04-11,3030,1
809,2013-04-12,3008,1
810,2013-04-13,3008,1
811,2013-04-14,3008,1
812,2013-04-15,3039,1
813,2013-04-16,3043,1
814,2013-04-17,3046,1
815,2013-04-18,3045,1
816,2013-04-19,3027,1
817,2013-04-20,3027,1
818,2013-04-21,3027,1
819,2013-04-22,3056,1
820,2013-04-23,3062,1
821,2013-04-24,3065,1
822,2013-04-25,3064,1
823,2013-04-26,3039,1
824,2013-04-27,3039,1
825,2013-04-28,3039,1
826,2013-04-29,3064,1
827,2013-04-30,3068,1
828,2013-05-01,3071,1
829,2013-05-02,3071,1
830,2013-05-03,3057,1
831,2013-05-04,3057,1
832,2013-05-05,3057,1
833,2013-05-06,3089,1
834,2013-05-07,3091,1
835,2013-05-08,3091,1
836,2013-05-09,3090,1
837,2013-05-10,3068,1
838,2013-05-11,3068,1
839,2013-05-12,3068,1
840,2013-05-13,3095,1
841,2013-05-14,3097,1
842,2013-05-15,3099,1
843,2013-05-16,3099,1
844,2013-05-17,3084,1
845,2013-05-18,3084,1
846,2013-05-19,3084,1
847,2013-05-20,3106,1
848,2013-05-21,3109,1
849,2013-05-22,3111,1
850,2013-05-23,3109,1
851,2013-05-24,3085,1
852,2013-05-25,3085,1
853,2013-05-26,3085,1
854,2013-05-27,3085,1
855,2013-05-28,3119,1
856,2013-05-29,3122,1
857,2013-05-30,3123,1
858,2013-05-31,3103,1
859,2013-06-01,3103,1
860,2013-06-02,3103,1
861,2013-06-03,3128,1
862,2013-06-04,3129,1
863,2013-06-05,3130,1
864,2013-06-06,3128,1
865,2013-06-07,3107,1
866,2013-06-08,3107,1
867,2013-06-09,3107,1
868,2013-06-10,3132,1
869,2013-06-11,3134,1
870,2013-06-12,3137,1
871,2013-06-13,3137,1
872,2013-06-14,3102,1
873,2013-06-15,3102,1
874,2013-06-16,3102,1
875,2013-06-17,3131,1
876,2013-06-18,3133,1
877,2013-06-19,3135,1
878,2013-06-20,3135,1
879,2013-06-21,3117,1
880,2013-06-22,3117,1
881,2013-06-23,3117,1
882,2013-06-24,3151,1
883,2013-06-25,3151,1
884,2013-06-26,3150,1
885,2013-06-27,3150,1
886,2013-06-28,3135,1
887,2013-06-29,3135,1
888,2013-06-30,3135,1
889,2013-07-01,3162,1
890,2013-07-02,3167,1
891,2013-07-03,3170,1
892,2013-07-04,3170,1
893,2013-07-05,3156,1
894,2013-07-06,3156,1
895,2013-07-07,3156,1
896,2013-07-08,3183,1
897,2013-07-09,3186,1
898,2013-07-10,3187,1
899,2013-07-11,3188,1
900,2013-07-12,3177,1
901,2013-07-13,3177,1
902,2013-07-14,3177,1
903,2013-07-15,3208,1
904,2013-07-16,3212,1
905,2013-07-17,3212,1
906,2013-07-18,3209,1
907,2013-07-19,3190,1
908,2013-07-20,3190,1
909,2013-07-21,3190,1
910,2013-07-22,3218,1
911,2013-07-23,3224,1
912,2013-07-24,3224,1
913,2013-07-25,3223,1
914,2013-07-26,3200,1
915,2013-07-27,3200,1
916,2013-07-28,3200,1
917,2013-07-29,3228,1
918,2013-07-30,3230,1
919,2013-07-31,3229,1
920,2013-08-01,3231,1
921,2013-08-02,3210,1
922,2013-08-03,3210,1
923,2013-08-04,3210,1
924,2013-08-05,3232,1
925,2013-08-06,3235,1
926,2013-08-07,3236,1
927,2013-08-08,3237,1
928,2013-08-09,3213,1
929,2013-08-10,3213,1
930,2013-08-11,3213,1
931,2013-08-12,3238,1
932,2013-08-13,3246,1
933,2013-08-14,3248,1
934,2013-08-15,3248,1
935,2013-08-16,3224,1
936,2013-08-17,3224,1
937,2013-08-18,3224,1
938,2013-08-19,3247,1
939,2013-08-20,3251,1
940,2013-08-21,3251,1
941,2013-08-22,3251,1
942,2013-08-23,3234,1
943,2013-08-24,3234,1
944,2013-08-25,3234,1
945,2013-08-26,3263,1
946,2013-08-27,3262,1
947,2013-08-28,3262,1
948,2013-08-29,3260,1
949,2013-08-30,3235,1
950,2013-08-31,3235,1
951,2013-09-01,3235,1
952,2013-09-02,3235,1
953,2013-09-03,3265,1
954,2013-09-04,3266,1
955,2013-09-05,3268,1
956,2013-09-06,3250,1
957,2013-09-07,3250,1
958,2013-09-08,3250,1
959,2013-09-09,3281,1
960,2013-09-10,3284,1
961,2013-09-11,3287,1
962,2013-09-12,3287,1
963,2013-09-13,3267,1
964,2013-09-14,3267,1
965,2013-09-15,3267,1
966,2013-09-16,3296,1
967,2013-09-17,3299,1
968,2013-09-18,3302,1
969,2013-09-19,3301,1
970,2013-09-20,3281,1
971,2013-09-21,3281,1
972,2013-09-22,3281,1
973,2013-09-23,3315,1
974,2013-09-24,3315,1
975,2013-09-25,3315,1
976,2013-09-26,3316,1
977,2013-09-27,3301,1
978,2013-09-28,3301,1
979,2013-09-29,3301,1
980,2013-09-30,3333,1
981,2013-10-01,3337,1
982,2013-10-02,3338,1
983,2013-10-03,3338,1
984,2013-10-04,3315,1
985,2013-10-05,3315,1
986,2013-10-06,3315,1
987,2013-10-07,3342,1
988,2013-10-08,3343,1
989,2013-10-09,3346,1
990,2013-10-10,3345,1
991,2013-10-11,3324,1
992,2013-10-12,3324,1
993,2013-10-13,3324,1
994,2013-10-14,3346,1
995,2013-10-15,3346,1
996,2013-10-16,3347,1
997,2013-10-17,3347,1
998,2013-10-18,3331,1
999,2013-10-19,3331,1
1000,2013-10-20,3331,1
1001,2013-10-21,3360,1
1002,2013-10-22,3365,1
1003,2013-10-23,3369,1
1004,2013-10-24,3369,1
1005,2013-10-25,3342,1
1006,2013-10-26,3342,1
1007,2013-10-27,3342,1
1008,2013-10-28,3360,1
1009,2013-10-29,3360,1
1010,2013-10-30,3361,1
1011,2013-10-31,3360,1
